"","Title","Action","Name","Start.Date","Score","File"
"201","KoLe","IC0702","Gerold Baudinot",2009-05-01,0.1228986276,"projekt-detail_1101"
"202","Media Quality Assessment (MQA)","IS0906","Vinzenz Wyss",2009-05-01,0.0910799985,"projekt-detail_1102"
"203","Techn. Fachausbildung Teamleiter und Stv. Teamleiter fr  Partner aus der Schokoladenbranche","IS0807","Melanie Ackermann",2009-05-01,0.1491632443,"projekt-detail_1103"
"204","Wirkungsorientierung in der Jugendhilfe","TD1210","Thomas Gabriel",2009-05-01,0.0756802908,"projekt-detail_1104"
"205","Konstruktive Betrachtungen","FP1303","Katharina Stehrenberger",2009-04-09,0.1118088192,"projekt-detail_1105"
"206","Langzeitmonitoring Orchideenpopulation Seewasserwerk Moos Dcher in Wollishofen (ZH)","ES1201","Rafael Schneider",2009-04-02,0.0864815323,"projekt-detail_1106"
"207","Capturing Translation Processes (CTP)","BM1308","Maureen Ehrensberger-Dow",2009-04-01,0.2039772375,"projekt-detail_1107"
"208","Culture Collection of Switzerland (CCOS)","IS1007","Martin Sievers",2009-04-01,0.1678824703,"projekt-detail_1108"
"209","Kommunikations-Audit IAM: Stiftung Pestalozzianum Zrich","MP1006","Annette pfizenmayer",2009-04-01,0.0858181012,"projekt-detail_1109"
"210","Konzept zum natur- und kulturnahen Tourismus im Kanton Schaffhausen","IS1204","Gwendolin Bitter",2014-05-01,0.3151194023,"projekt-detail_111"
"211","Messung elektromagnetischer Felder von Magnetfeldmatten","MP1306","Thomas Järmann",2009-04-01,0.0929528861,"projekt-detail_1110"
"212","Monitoring der Rekultivierung im Benknerriet","ES1406","Rolf Krebs",2009-04-01,0.144624468,"projekt-detail_1111"
"213","Neugestaltung der Organisation der Physiotherapie am KSW Kantonsspital Winterthur","TU0802","Holger Auerbach",2009-04-01,0.0863249793,"projekt-detail_1112"
"214","Positionierung und Wert der Marke &quot;Park von nationaler Bedeutung&quot;","IS0903","",2009-04-01,0.0434827281,"projekt-detail_1113"
"215","Relaunch der Webseite des Kantonalen Gewerbeverbands Zrich","IC1302","Beat Schenkel",2009-04-01,0.0705783381,"projekt-detail_1114"
"216","Sprachdiversitt in Arbeitsprozessen (SDAP)","IS1306","Christiane  Hohenstein",2009-04-01,0.2973314862,"projekt-detail_1115"
"217","Usability-Aspekte in der Medizinaltechnik","BM0804","Cornelia Nüssel",2009-04-01,0.1335101001,"projekt-detail_1116"
"218","Usability-Testing und Expertenevaluation zur Optimierung einer Gebrauchsanweisung fr Hrsysteme fr die Zielgruppe Senioren","TD1201","Catherine Badras",2009-04-01,0.1249031067,"projekt-detail_1117"
"219","Wettbewerbssituation im Schweizer Automobilgewerbe","IC0801","Peter Münch",2009-04-01,0.1516768642,"projekt-detail_1118"
"220","Praxishilfeinstrument Wildruhegebiete fr die Kantone","IS1204","Klaus Robin",2009-03-25,0.1320105444,"projekt-detail_1119"
"221","Portfolio Underwriting: Chancen und Risiken fr einen Erstversicherer","BM1401","Angela Zeier",2014-05-01,0.0675005044,"projekt-detail_112"
"222","Portrait des Finanzplatzes Zrich","IS0902","Suzanne Ziegler",2009-03-20,0.2370906382,"projekt-detail_1120"
"223","Attrition","IS0804","Maureen Ehrensberger-Dow",2009-03-01,0.1966821843,"projekt-detail_1122"
"224","Biomasse- und Nhrstoffmanagement","MP1305","Sebastian Baum",2009-03-01,0.1386803673,"projekt-detail_1123"
"225","Evaluation Projekt R.A.U.M. fr randstndige Menschen in der Stadt Winterthur","TU1204","Huldreich Schildknecht",2009-03-01,0.1465294027,"projekt-detail_1124"
"226","Konzept: Digitale Werkstatt fr KMU","TU1303","Anita Sigg",2009-03-01,0.0832463084,"projekt-detail_1125"
"227","NanoBAK","ES1106","Kinner Mathias",2009-03-01,0.0881652057,"projekt-detail_1126"
"228","Sensory language and the semantics of taste (SenS)","IS1306","Maren Runte",2009-03-01,0.1220045365,"projekt-detail_1127"
"229","Pilotprojekt Spitex Wohnassistenz - eine Kostenvergleichsanalyse","TU1204","Daniel Imhof",2009-02-16,0.1159101083,"projekt-detail_1128"
"230","Systemdenken - Schlsselkompetenz fr eine nachhaltige Entwicklung","FA1305","Sandra Wilhelm Hamiti",2009-02-11,0.1523725307,"projekt-detail_1129"
"231","Sanierung PAK belasteter Weiher","ES1104","Eva Frei",2014-05-01,0.1631615982,"projekt-detail_113"
"232","Adoption - Untersuchung von Einflussfaktoren auf Kind und Familie","IS1103","Thomas Gabriel",2009-02-02,0.075357724,"projekt-detail_1130"
"233","Modellieren von Holzpreisen in Graubnden","FP1006","Beate Sick",2009-02-02,0.1189293983,"projekt-detail_1131"
"234","Expertenbericht Fontana-Passugg (2009)","IS1007","Jörg Keller",2009-02-01,0.0738994957,"projekt-detail_1132"
"235","Gartenzimmer","TU1201","Petra Hagen Hodgson",2009-02-01,0.1190216193,"projekt-detail_1133"
"236","ILP-Datenbank Dept. N","CM1404","Melih Derman",2009-02-01,0.0818774886,"projekt-detail_1134"
"237","Kennzahlen Textilmanagement","MP1105","Irina Pericin Häfliger",2009-02-01,0.0908372164,"projekt-detail_1135"
"238","Schreibcoaching IAM: Individuelles Schreibcoaching BAG","IS0703","Aleksandra Gnach",2009-01-23,0.1388195635,"projekt-detail_1137"
"239","Journalisten im Internet 2009","IC0906","Guido Keel",2009-01-20,0.0513021615,"projekt-detail_1138"
"240","Entwicklung Tarifsystem geriatrische Rehabilitation","BM1106","Markus Wirz",2014-04-24,0.1716371325,"projekt-detail_114"
"241","Auswirkungen der Renaturierung der Thur auf die Verbreitung von Neophyten.","ES1104","Regula billeter",2009-01-01,0.0978846129,"projekt-detail_1140"
"242","Berechnungsnetze","ES0601","Thomas Keller",2009-01-01,0.1241239489,"projekt-detail_1141"
"243","Bestimmung der Kohrenz von Interessensgruppen (design-to-use software)","IC1201","Thomas Ott",2009-01-01,0.1307044357,"projekt-detail_1142"
"244","Bildungskonzept Naturzentren im Kanton Zrich","FP1205","Bruno Scheidegger",2009-01-01,0.0834773671,"projekt-detail_1143"
"245","Charakterisierung von Sensorkomponenten","TD1001","Caspar Demuth",2009-01-01,0.2882121294,"projekt-detail_1144"
"246","CITES Kontrollstelle","FA1402","Moritz Vögeli",2009-01-01,0.1289080457,"projekt-detail_1145"
"247","Dachbegrnungskonzept Stadtraum Hauptbahnhof Zrich","TU1204","Stephan Brenneisen",2009-01-01,0.1516769966,"projekt-detail_1146"
"248","DataMining im Bereich Detailhandel Pilotprojekt","ES0803","Martin Dietrich",2009-01-01,0.0933036149,"projekt-detail_1147"
"249","ECROPOLIS","FA1001","Annette Bongartz",2009-01-01,0.2340833201,"projekt-detail_1149"
"250","Patientenuntersttzende Systeme fr das Schultergelenk: ein dreijhriges Projekt zur Entwicklung eines Exoskeletts fr das Schultergelenk","TD1006","Bernd Heinlein",2014-04-23,0.0988896422,"projekt-detail_115"
"251","Einfhrung des kontinuierlichen Verbesserungsprozesses (KVP) in einer Lebensmittel-Produktion mit Einbezug der Mitarbeitenden","MP1004","Evelyn Anna Meier",2009-01-01,0.0680176647,"projekt-detail_1150"
"252","Erstellung einer Ausschreibung nach WTO fr eine Individualentwicklung","IC1001","Thomas Keller",2009-01-01,0.1489076556,"projekt-detail_1152"
"253","Gutachten fr eine Gemeindefusion (Kanton St. Gallen)","TU1304","Caroline Brüesch",2009-01-01,0.0695695523,"projekt-detail_1153"
"254","Integrationsarchitektur","IC0805","Thomas Keller",2009-01-01,0.1398011869,"projekt-detail_1154"
"255","Machbarkeitsstudie Bodenverwertung","ES1406","Stephan Brenneisen",2009-01-01,0.1516998582,"projekt-detail_1156"
"256","Machbarkeitsstudie Energetische Verwertung von Grngut aus dem Geleiseunterhalt","FP0902","Andreas Marti",2009-01-01,0.1045043432,"projekt-detail_1157"
"257","Medienanalyse psychische Erkrankungen","IS1302","Michael Schanne",2009-01-01,0.113530222,"projekt-detail_1158"
"258","Mediendesign-Atelier IAM: Schule Mnnedorf","IS0801","Peter Stücheli-Herlach",2009-01-01,0.0999566787,"projekt-detail_1159"
"259","Neuartige Sanitrsysteme (Zero-waste)","TD1203","",NA,0.2126020446,"projekt-detail_116"
"260","Mitarbeitendenzufriedenheit Notfallpraxis Waid","FP0802","Peter Rüesch ",2009-01-01,0.146914089,"projekt-detail_1160"
"261","Modelling and simulation of phenomena in vaccum interrupters","ES0604","Peter Biller",2009-01-01,0.169427322,"projekt-detail_1161"
"262","Psychopharmakobehandlung bei psychischen Strungen von Kindern und Jugendlichen","IS1406","Peter Rüesch ",2009-01-01,0.1730736859,"projekt-detail_1162"
"263","Publikumsbefragung Solothurner Filmtage 09","TU0804","Diana Betzler",2009-01-01,0.2310940563,"projekt-detail_1163"
"264","Selektionsanalysen Funds of Hedge Funds","IS0902","Stefan Wirth",2009-01-01,0.0966971081,"projekt-detail_1164"
"265","Strategieentwicklung und Umsetzung in einer Bibliothek","TU0804","Kerstin Pichel",2009-01-01,0.1712559776,"projekt-detail_1165"
"266","Swiss Funds of Hedge Funds: Structure Evolution and Performance","IS0902","Regina Anhorn",2009-01-01,0.1327492703,"projekt-detail_1166"
"267","Touristische Nutzung von Kulturgtern im Kanton Bern - Strategie und Umsetzung","IS1007","Stefan Forster",2009-01-01,0.1705641531,"projekt-detail_1167"
"268","berkommunale Grnrume als lebenswerte Alltagslandschaft","TD1106","Priska Müller Wahl",2009-01-01,0.1272472308,"projekt-detail_1168"
"269","Weiterentwicklung  PRE-Projekt center sursilvan dagricultura","TD1106","Stefan Forster",2014-04-17,0.0844457043,"projekt-detail_117"
"270","Vergrung von Glle im Membranbioreaktor (MBR)","FP0902","Urs Baier",2009-01-01,0.1626415044,"projekt-detail_1170"
"271","Begleitforschung im Rahmen der Einfhrung der Notfallpraxis des Stadtspitals Waid","TU1204","Klaus Eichler",2008-12-01,0.1464063038,"projekt-detail_1171"
"272","Biologische Zeckenbekmpfung: Attract and Kill:","TD1303","Werner Tischhauser",2008-12-01,0.1076806796,"projekt-detail_1172"
"273","Nachhaltigkeits-Monitoring im Kanton Uri","TU1406","Erich Renner",2008-12-01,0.1090097519,"projekt-detail_1173"
"274","QM-Check Schweizer Fernsehen","FP0804","Vinzenz Wyss",2008-12-01,0.0808060258,"projekt-detail_1174"
"275","Anaerobe Behandlung von kommunalem Abwasser (ANKARA)","TU1401","Urs Baier",2008-11-01,0.1772397776,"projekt-detail_1175"
"276","Aufbau und Entwicklung des Kulturmanagement Network in der Region Schweiz","IS1007","Birgitta Borghoff",2008-11-01,0.2221516386,"projekt-detail_1176"
"277","Entwicklungsorientierte Suchtarbeit","FP1302","Karin Werner",2008-11-01,0.0627484283,"projekt-detail_1177"
"278","FVK Scheco-Brcke","MP0902","",2008-11-01,0.1209518061,"projekt-detail_1178"
"279","Informationsbedrfnisse von Patienten mit lokalisiertem Prostatakarzinom","BM0703","Peter Rüesch",2008-11-01,0.2227664052,"projekt-detail_1179"
"280","Betriebskonzept Academia Vivian","IS0605","Stefan Forster",2014-04-01,0.0919356034,"projekt-detail_118"
"281","Schadstoffe in Biomassen in der Schweiz","FP0903","Urs Baier",2008-11-01,0.2459449854,"projekt-detail_1180"
"282","Translation Tools in the Workplace","BM1308","Gary Massey",2008-11-01,0.1544668872,"projekt-detail_1181"
"283","Usability-Aspekte in der zivilen oder militrischen Aviatik","MP1105","Cornelia Nüssel",2008-11-01,0.1329715128,"projekt-detail_1182"
"284","Beauty Backware","FA1001","Petra Huber",2008-10-01,0.2969002838,"projekt-detail_1184"
"285","CO2-Bilanz Aduno-Gruppe","TU1104","Herbert Winistörfer",2008-10-01,0.1120589823,"projekt-detail_1185"
"286","Diaplus: ein Online Disease Management fr Patienten mit Diabetes","BM0602","Jan Kool",2008-10-01,0.1487355589,"projekt-detail_1186"
"287","Green Care Farming COST 866","IS0603","Yvonne Therese Christ",2008-10-01,0.1039828179,"projekt-detail_1187"
"288","Message- und Mediendesign-Atelier IAM: Institut fr Umwelt und Natrliche Ressourcen der ZHAW","IS0906","Peter Stücheli-Herlach",2008-10-01,0.0768825507,"projekt-detail_1188"
"289","MPCT Mobiles Palliative Care Team","IS0907","Holger Auerbach",2008-10-01,0.1081802656,"projekt-detail_1189"
"290","Bodenkartierung St. Gallen","TD1202","Roman Berger",2014-04-01,0.13167839,"projekt-detail_119"
"291","Raum fr Bewegung und Sport-Stadt Winterthur","TU1002","Theresia Weiss Sampietro",2008-10-01,0.095135039,"projekt-detail_1190"
"292","Schreiben als beruflicher Bildungsinhalt","IS0703","Simone Karras",2008-10-01,0.3649694602,"projekt-detail_1191"
"293","Touristische Wertschpfung in den Schweizer Prken","IS1204","Stefan Forster",2008-10-01,0.2092165705,"projekt-detail_1192"
"294","Untersuchung der Benutzerfreundlichkeit der  E-Mailing Kampagne eines Schweizer Stellenanbieters mit den Methoden Usability-Testing und Eyetracking","FP1304","Catherine Badras",2008-10-01,0.0605833466,"projekt-detail_1193"
"295","Food Safety: Powdered Infant Formula","FP1407","Corinne Gantenbein-Demarchi",2008-09-15,0.1147728767,"projekt-detail_1195"
"296","Aufbau Kompetenzzentrum Palliative Care am UniversittsSpital Zrich","IS0903","Holger Auerbach",2008-09-01,0.0694136035,"projekt-detail_1196"
"297","Corporate Publishing Review IAM: Swiss Post International","TU0804","Peter Stücheli-Herlach",2008-09-01,0.0907517016,"projekt-detail_1197"
"298","DACH-Landeskundeseminar 2009","IS0801","Jörg Keller",2008-09-01,0.0757280045,"projekt-detail_1198"
"299","Einbezug familialer Systeme in die Pflege von Epilepsie-PatientInnen","BM1208","Romy Mahrer Imhof",2008-09-01,0.1474581831,"projekt-detail_1199"
"300","Der Einfluss einer Radloff-Behandlung auf krperliche Beeintrchtigung und kortikale Reprsentation bei chronischen unspezifischen Rckenschmerzen","TD1005","Markus Ernst",2014-04-01,0.2297261424,"projekt-detail_120"
"301","FVK PSM-Brckenplatte","CM1404","",2008-09-01,0.1183601371,"projekt-detail_1200"
"302","Klarinettenklang","IC0601","Beate Sick",2008-09-01,0.1615857979,"projekt-detail_1201"
"303","Lageplan","IC0806","Eduard Mumprecht",2008-09-01,0.0979224643,"projekt-detail_1202"
"304","mafreina - Management-Toolkit Freizeit und Natur","IC0806","Reto Rupf",2008-09-01,0.1320330893,"projekt-detail_1203"
"305","TEMPO - Temperature Marker Based Positioning","TD1001","Andor Bariska",2008-09-01,0.2610386129,"projekt-detail_1204"
"306","VISIMAN","TD1106","Reto Rupf",2008-09-01,0.0795973272,"projekt-detail_1205"
"307","Vorprojekt zur Entwicklung einer Leitlinie vordere Kreuzbandruptur","TU0804","Daniel Imhof",2008-09-01,0.1514322254,"projekt-detail_1206"
"308","Messagedesign-Atelier IAM: Schweizer Tourismus-Verband","IS1204","Peter Stücheli-Herlach",2008-08-27,0.2710805058,"projekt-detail_1207"
"309","Signalisation der &quot;Via Capricorn&quot;","FA0803","Natascha Jordi",2008-08-27,0.0849217861,"projekt-detail_1208"
"310","CRM E-Learning Tool","TU1002","Brian Rüeger",2008-08-26,0.0641737862,"projekt-detail_1209"
"311","Erwachsen werden: Erfahrungen junger Menschen die an neuromuskulren Erkrankungen leiden und deren Familien","BM1004","Veronika Waldboth",2014-04-01,0.1150103652,"projekt-detail_121"
"312","Redesign Kommunikations- und Diensteistungsauftritt einer Bank","IS1205","Andreas Hauser",2008-08-06,0.0991189935,"projekt-detail_1210"
"313","Aussenraumgestaltung und Gartentherapie fr Demenzerkrankte im institutionellen Umfeld","TU1306","Renata Schneiter",2008-08-01,0.1082554891,"projekt-detail_1211"
"314","Forschung fr die CAS-/MAS-Lehrgnge in DaF/DaZ","IS1306","",NA,0.2105871546,"projekt-detail_1212"
"315","Mitentwicklung und Validierung  der GarSensorik","BM1403","Melanie Ackermann",2008-08-01,0.0401626273,"projekt-detail_1213"
"316","Usability-Testing und Eyetracking an einem Nh- und Stickcomputer eines Schweizer Nhmaschinenherstellers","MP1106","Catherine Badras",2008-08-01,0.0968827381,"projekt-detail_1214"
"317","Welche Bedrfnisse und Wnsche haben ErgotherapeutInnen an ihre Weiterbildung?","IS1002","Julie Page",2008-08-01,0.2857277474,"projekt-detail_1215"
"318","Energetische Sanierung des Center da Capricorns / Hotel Piz Vizan  Strategie &amp; Umsetzungsmethoden","TU1401","Georg Furger",2008-07-31,0.1736002604,"projekt-detail_1216"
"319","Schreibwerkstatt IAM: Swiss Post International","IS0703","Aleksandra Gnach",2008-07-15,0.144698497,"projekt-detail_1217"
"320","Bildungskonzept Naturzentrum Thurauen","TD1303","Bruno Scheidegger",2008-07-01,0.0725418522,"projekt-detail_1218"
"321","Evaluation von prventiven Pflegeberatungen durch die Spitex in der Stadt Zrich","TU1204","Lorenz Imhof",2008-07-01,0.1455117025,"projekt-detail_1219"
"322","Erweiterung und Entwicklung eines innovativen Befestigungssystems zur werkzeuglosen Montage von Rohren und Kabeln (multi-CLIC)","MP1407","Wilfried Elspass (Tech. PL)",2014-04-01,0.0724986529,"projekt-detail_122"
"323","Lern- und Erlebnisort Halbinsel Au","ES1201","Thomas Hofstetter",2008-07-01,0.0971034352,"projekt-detail_1220"
"324","Simulation der innerbetrieblichen Logistik eines Neubaus fr einen Schweizer Branchenfhrer","IC0901","Marcel Burkhard",2008-07-01,0.2165995448,"projekt-detail_1221"
"325","Trinkwasseranalytik","CM1005","Caspar Demuth",2008-07-01,0.1668363932,"projekt-detail_1222"
"326","UVB Beschneiung Piste Paradiso","ES1404","Nicole Locher Oberholzer",2008-07-01,0.2049576228,"projekt-detail_1223"
"327","Weiterbildung: Aufbau Workshop-Programm fr Unternehmer und Nachfolger &quot; $tandortbestimmung Zukunfts- und Nachfolgeplanung&quot;","IC1001","Anita Sigg",2008-06-30,0.0515771991,"projekt-detail_1224"
"328","Gesundheitsfrderung und Landschaftsentwicklung (COST Action 866)","TU1401","Reto Hagenbuch",2008-06-01,0.266303754,"projekt-detail_1226"
"329","Gesundheitsmanagement in Schweizer Banken: Bestandesaufnahme und Evaluation (Teilprojekt F&amp;E Pflege)","IS1408","Peter Rüesch (Gesamtprojekt)",2008-06-01,0.1008152808,"projekt-detail_1227"
"330","Ruhestand in der Schweiz: Eine Herausforderung fr Sprache und Integration","IS0603","",NA,0.1816273519,"projekt-detail_1228"
"331","Transdisziplinre Forschungsanstze in den Gesundheitsberufen anwendungsorientierten Gesundheitswissenschaften","TU1209","Peter Rüesch",2008-06-01,0.1194130894,"projekt-detail_1229"
"332","Global Creative Systems","IS0906","Peter Stücheli-Herlach",2014-04-01,0.1562087293,"projekt-detail_123"
"333","Vegetationskartierung und Modellierung Corviglia-Marguns bei Sankt Moritz","TD1202","Bertil Krüsi",2008-06-01,0.3617963534,"projekt-detail_1230"
